00TI               20241203                                                                                   
0601TIA2N       20250101006625100000005000 0200000000003090   
0601TIA2N       20250101006630100000005000 0200000000003090   
0601TIA2N       20250101006635100000005000 0200000000003090   
0601TIA2N       20250101006640100000005000 0200000000003090   
0601TIA2N       20250101006645100000005000 0200000000003090   
0601TIA2N       20250101006650100000005000 0200000000003090   
0601TIA2N       20250101006655100000005000 0200000000003090   
0601TIA2N       20250101006660100000005000 0200000000003090   
0601TIA2N       20250101006665100000005000 0200000000003090   
0601TIA2N       20250101006670100000005000 0200000000003090   
0601TIA2N       20250101006675100000005000 0200000000003090   
0601TIA2N       20250101006680100000005000 0200000000003090   
0601TIA2N       20250101006685100000005000 0200000000003100   
0601TIA2N       20250101006690100000005000 0200000000003100   
0601TIA2N       20250101006695100000005000 0200000000003100   
0601TIA2N       20250101006700100000005000 0200000000003100   
0601TIA2N       20250101006705100000005000 0200000000003100   
0601TIA2N       20250101006710100000005000 0200000000003100   
0601TIA2N       20250101006715100000005000 0200000000003100   
0601TIA2N       20250101006720100000005000 0200000000003100   
0601TIA2N       20250101006725100000005000 0200000000003100   
0601TIA2N       20250101006730100000005000 0200000000003100   
0601TIA2N       20250101006735100000005000 0200000000003100   
0601TIA2N       20250101006740100000005000 0200000000003100   
0601TIA2N       20250101006745100000005000 0200000000003100   
0601TIA2N       20250101006750100000005000 0200000000003100   
0601TIA2N       20250101006755100000005000 0200000000003100   
0601TIA2N       20250101006760100000005000 0200000000003100   
0601TIA2N       20250101006765100000005000 0200000000003100   
0601TIA2N       20250101006770100000005000 0200000000003100   
0601TIA2N       20250101006775100000005000 0200000000003100   
0601TIA2N       20250101006780100000005000 0200000000003100   
0601TIA2N       20250101006785100000005000 0200000000003100   
0601TIA2N       20250101006790100000005000 0200000000003100   
0601TIA2N       20250101006795100000005000 0200000000003100   
0601TIA2N       20250101006800100000005000 0200000000003100   
0601TIA2N       20250101006805100000005000 0200000000003100   
0601TIA2N       20250101006810100000005000 0200000000003100   
0601TIA2N       20250101006815100000005000 0200000000003100   
0601TIA2N       20250101006820100000005000 0200000000003100   
0601TIA2N       20250101006825100000005000 0200000000003100   
0601TIA2N       20250101006830100000005000 0200000000003100   
0601TIA2N       20250101006835100000005000 0200000000003100   
0601TIA2N       20250101006840100000005000 0200000000003100   
0601TIA2N       20250101006845100000005000 0200000000003100   
0601TIA2N       20250101006850100000005000 0200000000003110   
0601TIA2N       20250101006855100000005000 0200000000003110   
0601TIA2N       20250101006860100000005000 0200000000003110   
0601TIA2N       20250101006865100000005000 0200000000003110   
0601TIA2N       20250101006870100000005000 0200000000003110   
0601TIA2N       20250101006875100000005000 0200000000003110   
0601TIA2N       20250101006880100000005000 0200000000003110   
0601TIA2N       20250101006885100000005000 0200000000003110   
0601TIA2N       20250101006890100000005000 0200000000003110   
0601TIA2N       20250101006895100000005000 0200000000003110   
0601TIA2N       20250101006900100000005000 0200000000003110   
0601TIA2N       20250101006905100000005000 0200000000003110   
0601TIA2N       20250101006910100000005000 0200000000003110   
0601TIA2N       20250101006915100000005000 0200000000003110   
0601TIA2N       20250101006920100000005000 0200000000003110   
0601TIA2N       20250101006925100000005000 0200000000003110   
0601TIA2N       20250101006930100000005000 0200000000003110   
0601TIA2N       20250101006935100000005000 0200000000003110   
0601TIA2N       20250101006940100000005000 0200000000003110   
0601TIA2N       20250101006945100000005000 0200000000003110   
0601TIA2N       20250101006950100000005000 0200000000003110   
0601TIA2N       20250101006955100000005000 0200000000003110   
0601TIA2N       20250101006960100000005000 0200000000003110   
0601TIA2N       20250101006965100000005000 0200000000003110   
0601TIA2N       20250101006970100000005000 0200000000003110   
0601TIA2N       20250101006975100000005000 0200000000003110   
0601TIA2N       20250101006980100000005000 0200000000003110   
0601TIA2N       20250101006985100000005000 0200000000003110   
0601TIA2N       20250101006990100000005000 0200000000003110   
0601TIA2N       20250101006995100000005000 0200000000003110   
0601TIA2N       20250101007000100000005000 0200000000003110   
0601TIA2N       20250101007005100000005000 0200000000003110   
0601TIA2N       20250101007010100000005000 0200000000003110   
0601TIA2N       20250101007015100000005000 0200000000003110   
0601TIA2N       20250101007020100000005000 0200000000003120   
0601TIA2N       20250101007025100000005000 0200000000003120   
0601TIA2N       20250101007030100000005000 0200000000003120   
0601TIA2N       20250101007035100000005000 0200000000003120   
0601TIA2N       20250101007040100000005000 0200000000003120   
0601TIA2N       20250101007045100000005000 0200000000003120   
0601TIA2N       20250101007050100000005000 0200000000003120   
0601TIA2N       20250101007055100000005000 0200000000003120   
0601TIA2N       20250101007060100000005000 0200000000003120   
0601TIA2N       20250101007065100000005000 0200000000003120   
0601TIA2N       20250101007070100000005000 0200000000003120   
0601TIA2N       20250101007075100000005000 0200000000003120   
0601TIA2N       20250101007080100000005000 0200000000003120   
0601TIA2N       20250101007085100000005000 0200000000003120   
0601TIA2N       20250101007090100000005000 0200000000003120   
0601TIA2N       20250101007095100000005000 0200000000003120   
0601TIA2N       20250101007100100000005000 0200000000003120   
0601TIA2N       20250101007105100000005000 0200000000003120   
0601TIA2N       20250101007110100000005000 0200000000003120   
0601TIA2N       20250101007115100000005000 0200000000003120   
0601TIA2N       20250101007120100000005000 0200000000003120   
0601TIA2N       20250101007125100000005000 0200000000003120   
0601TIA2N       20250101007130100000005000 0200000000003120   
0601TIA2N       20250101007135100000005000 0200000000003120   
0601TIA2N       20250101007140100000005000 0200000000003120   
0601TIA2N       20250101007145100000005000 0200000000003120   
0601TIA2N       20250101007150100000005000 0200000000003120   
0601TIA2N       20250101007155100000005000 0200000000003120   
0601TIA2N       20250101007160100000005000 0200000000003120   
0601TIA2N       20250101007165100000005000 0200000000003120   
0601TIA2N       20250101007170100000005000 0200000000003120   
0601TIA2N       20250101007175100000005000 0200000000003120   
0601TIA2N       20250101007180100000005000 0200000000003120   
0601TIA2N       20250101007185100000005000 0200000000003120   
0601TIA2N       20250101007190100000005000 0200000000003120   
0601TIA2N       20250101007195100000005000 0200000000003120   
0601TIA2N       20250101007200100000005000 0200000000003120   
0601TIA2N       20250101007205100000005000 0200000000003130   
0601TIA2N       20250101007210100000005000 0200000000003130   
0601TIA2N       20250101007215100000005000 0200000000003130   
0601TIA2N       20250101007220100000005000 0200000000003130   
0601TIA2N       20250101007225100000005000 0200000000003130   
0601TIA2N       20250101007230100000005000 0200000000003130   
0601TIA2N       20250101007235100000005000 0200000000003130   
0601TIA2N       20250101007240100000005000 0200000000003130   
0601TIA2N       20250101007245100000005000 0200000000003130   
0601TIA2N       20250101007250100000005000 0200000000003130   
0601TIA2N       20250101007255100000005000 0200000000003130   
0601TIA2N       20250101007260100000005000 0200000000003130   
0601TIA2N       20250101007265100000005000 0200000000003130   
0601TIA2N       20250101007270100000005000 0200000000003130   
0601TIA2N       20250101007275100000005000 0200000000003130   
0601TIA2N       20250101007280100000005000 0200000000003130   
0601TIA2N       20250101007285100000005000 0200000000003130   
0601TIA2N       20250101007290100000005000 0200000000003130   
0601TIA2N       20250101007295100000005000 0200000000003130   
0601TIA2N       20250101007300100000005000 0200000000003130   
0601TIA2N       20250101007305100000005000 0200000000003130   
0601TIA2N       20250101007310100000005000 0200000000003130   
0601TIA2N       20250101007315100000005000 0200000000003130   
0601TIA2N       20250101007320100000005000 0200000000003130   
0601TIA2N       20250101007325100000005000 0200000000003130   
0601TIA2N       20250101007330100000005000 0200000000003130   
0601TIA2N       20250101007335100000005000 0200000000003130   
0601TIA2N       20250101007340100000005000 0200000000003130   
0601TIA2N       20250101007345100000005000 0200000000003130   
0601TIA2N       20250101007350100000005000 0200000000003130   
0601TIA2N       20250101007355100000005000 0200000000003130   
0601TIA2N       20250101007360100000005000 0200000000003130   
0601TIA2N       20250101007365100000005000 0200000000003130   
0601TIA2N       20250101007370100000005000 0200000000003130   
0601TIA2N       20250101007375100000005000 0200000000003130   
0601TIA2N       20250101007380100000005000 0200000000003130   
0601TIA2N       20250101007385100000005000 0200000000003130   
0601TIA2N       20250101007390100000005000 0200000000003130   
0601TIA2N       20250101007395100000005000 0200000000003130   
0601TIA2N       20250101007400100000005000 0200000000003140   
0601TIA2N       20250101007405100000005000 0200000000003140   
0601TIA2N       20250101007410100000005000 0200000000003140   
0601TIA2N       20250101007415100000005000 0200000000003140   
0601TIA2N       20250101007420100000005000 0200000000003140   
0601TIA2N       20250101007425100000005000 0200000000003140   
0601TIA2N       20250101007430100000005000 0200000000003140   
0601TIA2N       20250101007435100000005000 0200000000003140   
0601TIA2N       20250101007440100000005000 0200000000003140   
0601TIA2N       20250101007445100000005000 0200000000003140   
0601TIA2N       20250101007450100000005000 0200000000003140   
0601TIA2N       20250101007455100000005000 0200000000003140   
0601TIA2N       20250101007460100000005000 0200000000003140   
0601TIA2N       20250101007465100000005000 0200000000003140   
0601TIA2N       20250101007470100000005000 0200000000003140   
0601TIA2N       20250101007475100000005000 0200000000003140   
0601TIA2N       20250101007480100000005000 0200000000003140   
0601TIA2N       20250101007485100000005000 0200000000003140   
0601TIA2N       20250101007490100000005000 0200000000003140   
0601TIA2N       20250101007495100000005000 0200000000003140   
0601TIA2N       20250101007500100000005000 0200000000003140   
0601TIA2N       20250101007505100000005000 0200000000003140   
0601TIA2N       20250101007510100000005000 0200000000003140   
